chem_id,DTXCID30637,DTXCID30637_units,pred_class,ACT,AUC,pval,DTXCID6027,DTXCID6027_units,DTXCID009677,DTXCID009677_units,DTXCID109600,DTXCID109600_units,DTXCID805337,DTXCID805337_units,DTXCID7014945,DTXCID7014945_units,DTXCID9014341,DTXCID9014341_units,DTXCID901426,DTXCID901426_units,DTXCID6014455,DTXCID6014455_units,DTXCID00941,DTXCID00941_units,DTXCID3012361,DTXCID3012361_units,DTXCID9014347,DTXCID9014347_units,DTXCID7019367,DTXCID7019367_units,DTXCID1012042,DTXCID1012042_units,DTXCID90508,DTXCID90508_units,DTXCID505,DTXCID505_units
DEV:other,no_effect,,Neg,0.0,0,1,no_effect,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_effect,,no_data,,no_data,,no_effect,,no_data,
DEV:postimplantation loss,no_effect,,Neg,0.244,0.0,0.96,no_effect,,no_data,,180.0,mg/kg/day,no_effect,,no_effect,,64.0,mg/kg/day,no_data,,no_effect,,no_effect,,no_data,,no_effect,,no_data,,no_data,,no_effect,,no_data,
DEV:pregnancy,no_effect,,Neg,0.0,0,1,no_effect,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_effect,,no_data,,no_data,,no_effect,,no_data,
DEV:preimplantation loss,no_effect,,Neg,0.0,0,1,no_effect,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_effect,,no_data,,no_data,,no_effect,,no_data,
DEV:premature delivery,no_effect,,Neg,0.109,0.0,0.87,no_effect,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,no_data,,2.0,mg/kg/day,no_effect,,no_data,,no_effect,,no_data,,no_data,,no_effect,,no_data,
DEV:reproductive performance other,no_effect,,Neg,0.0,0,1,no_effect,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_effect,,no_data,,no_data,,no_effect,,no_data,
DEV:resorptions,no_effect,,Neg,0.219,0.0,0.955,no_effect,,no_data,,no_effect,,no_effect,,no_effect,,32.0,mg/kg/day,no_data,,120.0,mg/kg/day,no_effect,,no_data,,no_effect,,no_data,,no_data,,no_effect,,no_data,
DEV:sex ratio,no_effect,,Neg,0.0,0,1,no_effect,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_effect,,no_data,,no_data,,no_effect,,no_data,
DEV:spinal cord,no_effect,,Neg,0.0,0,1,no_effect,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_effect,,no_data,,no_data,,no_effect,,no_data,
DEV:spleen,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,64.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,
DEV:stomach,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,64.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,
DEV:thymus,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,90.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,
DEV:trunk,no_effect,,Neg,0.109,0.0,0.875,no_effect,,no_data,,no_effect,,no_effect,,no_effect,,64.0,mg/kg/day,no_data,,no_effect,,no_effect,,no_data,,no_effect,,no_data,,no_data,,no_effect,,no_data,
DEV:uterus,no_effect,,Neg,0.477,0.55,0.405,15.0,mg/kg/day,no_data,,180.0,mg/kg/day,140.0,mg/kg/day,no_effect,,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_effect,,no_data,,no_data,,36.0,mg/kg/day,no_data,
DEV:water consumption,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,100.1,mg/kg/day,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,
MGR:[other],no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,
MGR:aborted,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,
MGR:adrenal gland,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,
MGR:all gross anomalies,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,
MGR:birth index,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,
MGR:body weight,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,190.0,mg/kg/day,108.0,mg/kg/day,5.0,mg/kg/day,no_data,,no_data,,no_data,,15.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,,no_data,
MGR:brain,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,108.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,
MGR:clinical signs,no_effect,,Neg,0.486,0.0,0.86,no_data,,no_data,,no_data,,no_effect,,108.0,mg/kg/day,no_effect,,no_data,,no_data,,no_data,,15.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,,no_data,
MGR:corpora lutea,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,
MGR:dead fetuses,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,
MGR:dystocia,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,
MGR:epididymis,no_effect,,Neg,0.257,0.0,0.755,no_data,,no_data,,no_data,,190.0,mg/kg/day,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,
MGR:estrous cycle,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,190.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,
MGR:fertility,pos_effect,,Pos,0.514,0.0,0.77,no_data,,no_data,,no_data,,195.0,mg/kg/day,no_effect,,25.0,mg/kg/day,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,
MGR:food consumption,no_effect,,Neg,0.257,0.0,0.815,no_data,,no_data,,no_data,,87.0,mg/kg/day,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,
MGR:gestation index,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,
MGR:gestational length,no_effect,,Neg,0.257,0.0,0.69,no_data,,no_data,,no_data,,190.0,mg/kg/day,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,
MGR:implantations,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,
MGR:intestine large,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,30.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,,no_data,
MGR:intestine small,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,30.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,,no_data,
MGR:lactation index,no_effect,,Neg,0.257,0.0,0.76,no_data,,no_data,,no_data,,no_effect,,no_effect,,25.0,mg/kg/day,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,
MGR:litter size,pos_effect,,Pos,0.514,0.0,0.83,no_data,,no_data,,no_data,,190.0,mg/kg/day,no_effect,,25.0,mg/kg/day,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,
MGR:litter viability other,no_effect,,Neg,0.229,0.0,0.735,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_data,,no_data,,no_data,,30.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,,no_data,
MGR:live fetuses,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,
MGR:lung,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,14.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,,30.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,,no_data,
MGR:mating,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,
MGR:mortality,no_effect,,Neg,0.486,0.0,0.85,no_data,,no_data,,no_data,,no_effect,,no_effect,,25.0,mg/kg/day,no_data,,no_data,,no_data,,15.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,,no_data,
MGR:offspring survival early other,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,
MGR:ovary,no_effect,,Neg,0.257,0.0,0.78,no_data,,no_data,,no_data,,87.0,mg/kg/day,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,
MGR:pituitary gland,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,
MGR:postimplantation loss,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,
MGR:precoital interval,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,
MGR:pregnancy,no_effect,,Neg,0.257,0.0,0.825,no_data,,no_data,,no_data,,190.0,mg/kg/day,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,
MGR:pregnancy index,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,
MGR:preimplantation loss,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,
MGR:premature delivery,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,
MGR:prostate,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,
MGR:reproductive performance other,no_effect,,Neg,0.257,0.0,0.765,no_data,,no_data,,no_data,,195.0,mg/kg/day,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,
MGR:resorptions,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,
MGR:seminal vesicle,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,
MGR:sex ratio,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,
MGR:stomach,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,30.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,,no_data,
MGR:testes,no_effect,,Neg,0.257,0.0,0.69,no_data,,no_data,,no_data,,190.0,mg/kg/day,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,
MGR:uterus,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,
MGR:vagina,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,
MGR:viability index,no_effect,,Neg,0.257,0.0,0.725,no_data,,no_data,,no_data,,no_effect,,no_effect,,25.0,mg/kg/day,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,
MGR:water consumption,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,24.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,
SAC:adrenal gland,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,
SAC:albumin,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,
SAC:blood clotting,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,
SAC:body weight,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,881.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,
SAC:bone marrow,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,
SAC:brain,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,881.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,
SAC:cholesterol,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,881.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,
SAC:clinical signs,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,1149.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,
SAC:creatinine,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,
SAC:epididymis,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,
SAC:erythrocyte (rbc) count differential,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,1149.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,
SAC:eye,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,
SAC:food consumption,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,881.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,
SAC:full gross necropsy,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,
SAC:general,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,
SAC:globulins,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,1149.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,
SAC:glucose,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,
SAC:heart,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,
SAC:hematocrit (hct),pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,1149.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,
SAC:hemoglobin (hgb),pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,1149.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,
SAC:intestine large,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,
SAC:intestine small,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,
SAC:kidney,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,881.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,
SAC:leukocyte (wbc) count differential,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,881.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,
SAC:liver,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,881.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,
SAC:lung,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,
SAC:lymph node,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,
SAC:lymphocyte,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,881.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,
SAC:mean corpuscular (cell) volume (mcv),pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,881.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,
SAC:mean corpuscular hemoglobin (mch),pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,881.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,
SAC:mortality,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,
SAC:nerve,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,
SAC:neutrophils,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,881.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,
SAC:ovary,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,1285.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,
SAC:phosphorus,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,1149.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,
SAC:platelet,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,
SAC:potassium,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,
SAC:prostate,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,
SAC:protein,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,1149.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,
SAC:seminal vesicle,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,
SAC:skin,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,
SAC:sodium,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,
SAC:spinal cord,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,
SAC:spleen,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,
SAC:stomach,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,
SAC:testes,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,881.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,
SAC:thymus,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,
SAC:thyroid gland,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,
SAC:trachea,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,
SAC:triglycerides,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,881.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,
SAC:urea nitrogen,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,881.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,
SAC:urinary bladder,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,
SAC:uterus,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,
SUB:[other],pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,40.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,
SUB:adrenal gland,no_effect,,Neg,0.081,0.0,0.86,no_effect,,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,4.5,mg/kg/day,no_data,
SUB:alanine aminotransferase (alt/sgpt),pos_effect,,Pos,0.53,0.0,0.855,no_data,,24.4,ppm,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,4.0,mg/kg/day,no_data,
SUB:albumin,pos_effect,,Pos,0.759,0.0,0.785,no_data,,no_data,,no_data,,160.0,mg/kg/day,14.85,mg/kg/day,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,43.2,mg/kg/day,no_data,
SUB:albumin-globulin ratio,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,707.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,
SUB:alkaline phosphatase (alp/alk),pos_effect,,Pos,0.707,0.0,0.95,20.0,mg/kg/day,24.4,ppm,no_data,,no_effect,,14.85,mg/kg/day,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,250.0,mg/kg/day,no_data,,no_data,
SUB:appearance and color,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_effect,,no_data,,no_data,
SUB:aspartate aminotransferase (ast/sgot),pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,43.2,mg/kg/day,no_data,
